name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Burnley,2021-09-18,20.3,13.1,16.4,20.3,13.1,16.4,12.2,76.9,0,0,0,,0,0,25.9,10.4,173.9,1013.1,64.7,34.5,173.8,14.9,6,,2021-09-18T06:47:45,2021-09-18T19:17:19,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-19,16.8,11.3,14.6,16.8,11.3,14.6,11.6,82.9,1.205,100,20.83,rain,0,0,35.3,14.9,248.5,1014.4,69.1,33.7,125,10.9,5,,2021-09-19T06:49:31,2021-09-19T19:14:50,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E8328,03346099999,03318099999,D6643,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-20,18,7.6,12.7,18,7.6,12.7,9.1,79.7,0,0,0,,0,0,31.7,12.9,308.8,1024.1,37.4,31.6,209,18.2,6,,2021-09-20T06:51:17,2021-09-20T19:12:21,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-21,17.6,11.9,14.2,17.6,11.9,14.2,11.2,82.8,0.015,100,4.17,rain,0,0,37.1,15.2,280,1029.4,61,26.9,153.1,13.1,4,,2021-09-21T06:53:03,2021-09-21T19:09:53,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E8328,03346099999,03318099999,03344099999,F1692,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-22,17.6,11.9,14.6,17.6,11.9,14.6,11.4,82,0.037,100,4.17,rain,0,0,51.8,23.5,256.9,1025.2,58.8,35.8,128.2,11.1,4,,2021-09-22T06:54:50,2021-09-22T19:07:24,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E8328,03346099999,03318099999,D6643,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-23,15,13.7,14.3,15,13.7,14.3,11.8,85,0.272,100,8.33,rain,0,0,55.8,25,266.9,1017.7,86.2,35.2,63.7,5.4,2,,2021-09-23T06:56:37,2021-09-23T19:04:56,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-24,18.6,12.9,15.7,18.6,12.9,15.7,13.6,87.8,0.095,100,4.17,rain,0,0,59.4,23.4,255.2,1013.1,78.3,41.7,79.6,6.7,4,,2021-09-24T06:58:23,2021-09-24T19:02:27,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-25,19.3,15.6,17.1,19.3,15.6,17.1,15.2,88.7,0.215,100,4.17,rain,0,0,44.6,15.4,242.2,1012.5,79.3,35.5,89,7.5,3,,2021-09-25T07:00:10,2021-09-25T18:59:59,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-26,18.8,14.7,16.4,18.8,14.7,16.4,13,80.8,0.022,100,4.17,rain,0,0,51.8,18.7,190.2,1008.3,64.8,38.1,147.5,12.7,6,,2021-09-26T07:01:58,2021-09-26T18:57:31,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-27,16.3,9.9,13.2,16.3,7.7,13.2,9.5,78.5,12.677,100,25,rain,0,0,58.9,28.1,226.8,1004.8,61.4,44.3,126.8,11,5,,2021-09-27T07:03:45,2021-09-27T18:55:03,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-28,13.6,8.9,10.5,13.6,6.4,9.6,8.5,87.3,9.484,100,33.33,rain,0,0,51.7,21.1,196.5,1011.3,64.9,37.3,54.7,4.7,3,,2021-09-28T07:05:33,2021-09-28T18:52:35,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E8328,03346099999,03318099999,F5682,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-09-29,11.8,8.2,9.5,11.8,5.9,8.1,6,79.2,2.242,100,33.33,rain,0,0,55.8,22.2,277.1,1016.7,49,42.1,137.1,11.8,6,,2021-09-29T07:07:20,2021-09-29T18:50:08,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-09-30,14.8,7.8,11.5,14.8,5.4,10.5,9.8,89.4,8.577,100,54.17,rain,0,0,60.4,29.1,208.9,1013.3,76.7,37.8,50.3,4.4,3,,2021-09-30T07:09:08,2021-09-30T18:47:41,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-01,13.2,8.8,11.7,13.2,6.6,11.2,8.1,79.4,6.143,100,33.33,rain,0,0,54.8,25.2,235.6,1004.9,58.2,43.9,117.1,10,5,,2021-10-01T07:10:56,2021-10-01T18:45:14,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E8328,03346099999,03318099999,D6643,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-02,10.6,7.6,9.2,10.6,4.9,7.4,7.6,90.1,7.212,100,50,rain,0,0,52.2,23.9,172.1,995.5,78.3,29.5,27,2.3,1,,2021-10-02T07:12:45,2021-10-02T18:42:48,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-03,12.7,6.7,9.9,12.7,3.7,8.7,7.1,82.8,3.702,100,12.5,rain,0,0,51.3,26.1,224.1,991.2,46,45,80.2,7,4,,2021-10-03T07:14:34,2021-10-03T18:40:21,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-04,13,8.4,10.3,13,6.3,9,7.9,85.6,0.959,100,20.83,rain,0,0,45,19,200.5,1003.3,64.8,42.3,101.7,8.8,4,,2021-10-04T07:16:22,2021-10-04T18:37:56,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-05,10.7,9.1,9.9,10.7,5.1,8.2,8.2,89.7,11.392,100,70.83,rain,0,0,61.9,35.5,300.7,998.4,91,32.6,41.8,3.7,2,,2021-10-05T07:18:12,2021-10-05T18:35:30,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E8328,03346099999,03318099999,D6643,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-06,14.1,7.8,10.9,14.1,5.4,10,6.9,76.6,0.373,100,8.33,rain,0,0,58,30.4,293,1016.7,49.2,58.1,126.9,11,5,,2021-10-06T07:20:01,2021-10-06T18:33:06,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-07,18.8,11.9,15.4,18.8,11.9,15.4,13.2,86.7,0.022,100,4.17,rain,0,0,36.5,22.7,205.8,1022.4,95.2,45.9,62.7,5.3,3,,2021-10-07T07:21:51,2021-10-07T18:30:41,0.04,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-08,18.9,13,15.2,18.9,13,15.2,12.3,83.2,0.015,100,4.17,rain,0,0,25.3,15.8,214.2,1028,51.9,37.8,118.8,10.3,5,,2021-10-08T07:23:41,2021-10-08T18:28:18,0.07,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"E8328,03346099999,03318099999,D6643,03344099999,03265099999,03316099999,03351099999"
